content,label
Len thô,2
Phục vụ nhiệt tình ạ,1
"Vai qua xau, duong may au, form rong mac kh duoc",2
Chất lượng như hình,1
Liên hệ shop không thấy trả lời,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn ao ban vua đep vai đep,1
Giao hàng nhanh,1
"Hàng tốt, thái độ phục vụ chuyên nghiệp",1
Đẹp hơn trong hình nữa,1
Hàng gớm . quần mua mới về thấy rách 1 đường,2
Chất lượng sản phẩm tốt Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền,1
Áo kiểu ko giống hình chút nào quá ngắn,2
Chất lượng sản phẩm tuyệt vời,1
sản phẩm rất hài lòng ạ,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng hơi chậm,1
Mà mặc hơi ngứa ^^,0
"Áo như hình, vải đẹp",1
Chưa mở ra đã thích rồi,1
"Áo chất oke, giá cũng oke, cơ mà thích from áo trắng hơn",0
"Đeo rất êm, chị chủ tư vấn nhiệt tình mỗi tội giao thiếu móc",0
Chất lượng tốt nhưng giao chậm,1
😚,1
Mặc lên xinh,1
Sẽ ủng hộ shop lâu dài!!,1
Áo đẹp lắm,1
Quần áo chất liệu nhẹ mặc thoải mái,1
Vừa bóc hàng ra là mình đã vô cùng bất ngờ vì áo quá đẹp mà lại rẻ như vậy,1
Vải đẹp nhưng mặc hơi nóng,0
Rất ưng ạ,1
Áo đẹp nhưng mác lòe,0
"dày dặn, form đẹp. miệng túi hơi to.nên cẩn thận nếu k sẽ rơi đồ từ túi",0
Đóng gói sản phẩm chắc chắn .mình 40kg mặc vào rất là rộng tay dài nữa,1
Rất hài lòng,1
Sẽ ủng hộ shop dài dài❤️,1
Chất vải đẹp,1
Thanks shop,1
Thanks shop,1
Hàng giao nhanh và rất xinh,1
"SP dịu nhẹ ko kích ứng cho da mụn, rất đáng để dùng thường xuyên",1
Đến khi mình nhắn tin hỏi thì lại chặn tin nhắn,2
San pham ok nhung,0
màu không giống hình,2
áo mau xanh mà đường may lộ chỉ màu hồng 1 tay,2
Áo đen hơi nhỏ và ngắn so với đứa thích mặc rộng như mình 😂😂😂,0
"Chất lượng sản phẩm cực kì kém, áo bé hơn nhiều so với mô tả, mặc vào vừa cộc vừa chật, sai hoàn toàn dáng áo, thời gian chuẩn bị hàng lâu hơn nhiều so với các shop khác, làm ăn gì như lừa đảo, nói chung mất tiền ngu, lần sau không bao giờ quay lại",2
Rất đáng tiền,1
Sản phẩm rất đẹp,1
Chất lượng sản phẩm tuyệt vời. áo rất dày và không bị lỗi,1
Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh,1
Túi đã mang đi tặng nên không chụp ảnh được,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Doi Minh sai het Minh se ung ho shop tiep,1
Chị chủ nói chuyện dễ thương và rất chu đáo ❤❤❤❤ Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,1
"Vải tệ quá, thô quá trời 😡",2
Hàng đươc,1
Giày hơi cứng nhưng lên dáng rất ok,0
Dây cột hơi ngắn,2
"Hàng đẹp, chắc chắn",1
"Đóng gói sản phẩm kỹ, hàng giống hình chất Lg phù hợp với giá tiền",1
"Kute, dùng ổn",1
Thank shop,1
Chất lượng sản phẩm tốt mỗi tội hơi bị sứt ở đáy pin còn lại ổn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ tốt,1
Quần đẹp áo cũng đẹp,1
Chất lượng sản phẩm tuyệt vời,1
Thích kinh khủng luôn <3,1
"Hàng chất ok, Thời gian giao hàng rất nhanh",1
Không được như mong muốn,0
Vải dày ít co dãn,1
Hàng đẹp y hình,1
Chất lượng sản phẩm tuyệt vời Rất đáng tiền tuy nhiên màu áo đậm hơn ảnh xíu,1
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Sau khi là lượt cho phẳng phiu thì ra được sản phẩm như hình dưới,0
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
Áo đẹp như hình.❤️,1
"Ko đúng mẫu trong hình, thấy giới thiệu là có khóa kéo mà hàng shop giao lại ko có :((",2
Mua lần 2 rồi vẫn rata hài lòng,1
K đc đẹp như trên hình mẫu,2
Tuyệt vời,1
"Hàng bị lỗi, liên lạc vs shop đổi hàng nhưng ko đc giải quyết ổn thoả, nhắn tin shop ko thèm trả lời, ko hài lòng",2
Áo y hình mặc lên đẹp luôn,1
Giảm mụn hẵn,1
Shop phục vụ rất tốt 😊,1
Chất rất chán,2
Shop phục vụ rất tốt,1
"tư vấn rất nhiệt tình, hàng đẹp",1
C chủ shop tư vấn nhiệt tình ❤️❤️😌,1
Áo size m nhưng hơi dài,0
"E lấy 15 áo về ai cũng nhờ mua dùm, lần s sẽ ủng hộ tiếp ạ 😊",1
Tư vấn quá ok,1
Tuyệt,1
Bộ đẹp ạ,1
"Mấy bé này hơi bị cute, bé em mình thích lắm",1
Áo đẹp nhưng bị rách 1 xíu,2
"Shop ơi, mua của shop 3 áo mà ko mặc đc cái nào, phải mang đi cho hết",2
Chất dày dặn,1
Giao hàng rất nhanh,1
"Đường may nhăn nhíu, khuy áo đơm rất ẩu, chỉ thừa tùm lum",2
Thanks shop về đôi vớ chân nhé,1
Rộng và dày dặn hết ý 😂 e thấy ít ng đánh giá nên cũng hơi lo kb áo nó có ổn k mà hàng về nhìn là ưng ngay 😍😍,1
"Sp giống hình , rất đẹp sẽ ủng hộ shop dài dài",1
Chất lượng sản phẩm tuyệt vời,1
Quá thích luôn,1
Sử dụng không dk như ý lắm,2
Form hơi nhỏ ạ do e thích form rộng,0
Là người đi giao hàng lại bắt khách đi để nhận hàng,2
Bra vừa mặc thử xong bị rách luôn đường Chỉ nách,2
Chất đẹp,1
Quá thất vọng về sản phẩm,2
Đóng gói sản phẩm đẹp và chắc chắn,1
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền,1
Dây có vẻ kg chắc lắm,0
"Giao hàng nhanh , đóng gói chắc chắn , nhưng sp k như mình mong đợi",0
Còn sản phẩm thì okie với giá này ạ,1
giao sai mẫu,2
"Áo in đẹp, áo y hình, vải mát, đã vậy còn có quà hihi. 💋",1
Lắp mãi hông đc,2
Váy xinh quá mà giao hơi lâu tí,1
tuyệt vời...ko cần đánh giá gì thêm.... mọi ng ko cần băn khoăn khi mua sản phẩm của shop nha,1
Mua bộ đen nhưng gửi cho mình bộ khác,2
Rất ưng..,1
Đổi lại mất công nên để vậy thôi,1
Làm ăn vô trách nhiệm,2
Trên cả tuyệt vời 😘😘,1
"Mình cao 1m6, nặng 50kg mà áo hơi dài quá thắt lưng xíu",2
"Hàng trầy xướt, không có dây sạc",2
Shop phục vụ rất tốt.Thời gian giao hàng rất tốt,1
"Hàng đẹp y hình, chủ shop nhiệt tình, rất hài lòng về sản phẩm, Thời gian giao hàng rất nhanh",1
"Áo nhìn cũng được nhưng cái nơ ở cổ không đẹp cho lắm, còn lại là đẹp",1
Màu son cam cháy rất đẹp,1
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền,lần đầu mình sẽ ủng hộ shop tiếp ah",2
"Đặt 4 áo, shop giao sai màu 3 áo",2
"Áo giống y hình, vải hơi nóng 1 chút nhưng tốt so với giá",0
Shop phục vụ rất tốt Rất đáng tiền,1
"Shop phục vụ rất tốt, Thời gian giao hàng rất nhanh, Rất đáng tiền",1
Chất lượng ok. cho 5 sao,1
Sạc thì chân micro ngắn dễ bị tuột ra khỏi máy nếu vừa sạc vừa dùng,2
Quần lót chất mát rất đẹp,1
Áo thiếu một dây áo nhưng ko sao mình vẫn cho shop 5 sao vì chất lượng,1
Chuột rất thích thuốc nên sau 1 ngày chuột đã ăn hết :)))) Rất đáng tiền,1
Nhung ma mac ban dep,0
Áo ko giống trong hình Chất lượng sản phẩm rất kém,2
Chất lượng sản phẩm tạm được... tiền nào của đấy ạ đặt màu xanh đậm thành nhạt. mẫu cũng khác.. ch,0
Chất lượng tuyệt vời so với giá,1
"Kiểu giống nhưng chất vải ko đẹp,vải thô cứng sờ vào nghe sột soạt.hàng xưởng may.vải giống phi bóng.rất nóng",2
"Nhưng đặt 1 M, 1L giao 2 cái M",1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh,1
Khô gà ngọt quá,0
Cảm ơn shop,1
Thời gian giao hàng chậm Chất lượng sản phẩm tạm,0
Trắng tinh luôn,1
Đã sáng khắp phòng,1
Phù hợp với giá tiền ạ,1
Mua thi de nhung doi thi kho khan lam.goi hoai va nhan tin shop 0 tra loi.mua ve mac 0 duoc nen moi doi chu ai muon doi,2
"Mua size to nhất mà mình bầu 5 tháng 51kg ko vừa bụng, bỏ uổng quá",2
Sẽ ủng hộ shop 😊,1
nắp trong không được cân đối cho lắm,2
"Shop tư vấn nhiệt tình, chu đáo",1
Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Rất không đáng tiền,2
Làm ăn có tâm tí nhé :) Shop phục vụ rất kém,2
"Mới làm 1 , 2 lần mà sạch kiến gián rồi",1
"Chất lượng sản phẩm tạm được, giá hơi đắt so với chất liệu",0
Tạm ổn Thời gian giao hàng rất nhanh,0
"Vận chuyển 2 cái bị bể 1 cái, nói chung nhỏ gọn thích hợp bể mini",0
"Chất liệu đẹp, form áo ok",1
"Chất đẹp, mát, mặc lên người đẹp thôi rồi luôn",1
Tốt như mong đợi,1
Rất ok về sp,1
Shop nhiệt tình,1
"vải shop tốt lắm, áo như hình, tư vấn nhiệt tình và rất ư là thân thiện",1
"Chất lượng sản phẩm tuyệt vời, giao hàng quá nhanh, đặt xong 2 tiếng có liền",1
Chất lượng vải mỏng,0
Chất lượng sản phẩm tuyệt vời,1
Đóng gói sản phẩm rất đẹp và chắc chắn cho shop 10 🌟,1
Cảm thấy cực kì thất vọng Shop phục vụ rất kém,2
Đóng gói cường lực tặng kèm rất sơ sài 4*,1
Hỏi chân bt đi 381/2 shop tư vấn đi 39 nhận được giày đầu tiên có hơi thất vọng về chất lượng.Và Đi quá rộng k khác gì bơi trong giày k tới đích,2
Vải đẹp đúng yêu cầu,1
Bán hàng kiểu qua cầu rút váng,2
Tuy nhiên cách trả lời tin nhắn của shop rất thân thiện với khách hàng,1
Mua lần thứ hai..phải nói là Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn,1
Cảm ơn shop nhiều lắm ạ hic em xin lỗi shop huhuhu,1
"Chất liệu giày Vans old school khá cứng và nặng, không thích hợp chạy nhảy lắm",2
Chất k đẹp,2
,1
Áo chất vải đẹp,1
"Túi xinh, rất ưng",1
"Giày đẹp, form rộng hơn bình thường chút xíu",1
"Chất của màu đen hơi thô và đường chỉ k chắc chắn, mình mặc lần đầu tiên và đến cuối ngày thì chiếc đó đã bị bục 1 phần chỉ ở phần ống quần",2
Tay áo sụt chỉ,2
"Chất vải ok, mặc bị rộng",1
"Vai dep, nhung ma ko co màu minh chon",0
Rất đáng để ae mua nhé,1
Vải ok 👍👍👍👍,1
Nó có lớp lót nên chưa biết khâu tnao,1
Kính mới nhận được thấy củng ok giống hình,1
Chất lượng sản phẩm tuyệt vời.lần trước mua mẹ mình rất vừa ý nên mua thêm cho mẹ,1
Giá 55k/c khá hợp lý,1
Shop đã gửi nhầm sản phẩm,1
Sp bị may lỗi,2
Sẽ tiếp tục ủng hộ shop ❤️,1
Chất luong so vs giá tiền Thời gian giao hàng rất nhanh,1
Goi hang can than,1
5 sao cho thời gian giao hàng siêu nhanh lun,1
Lần trước có mua rồi và được loại kích thước lớn hơn gấp đôi mà giá rẻ hơn nữa,2
"Áo y hình, chất hơi cứng nhưng nói chung nhìn rất ưng",1
"Áo sơmi chất đẹp, mặc vừa vặn thoải mái",1
"Chất lượng Khá, hợp với giá tiền",1
"Chất vải rất ổn và mịn,giao hàng nhanh,shop tương tác tốt với khách hàng,có cơ hội sẽ tiếp tục ủng hộ shop",1
Tiền sao hàng vậy,2
Chỗ bo tay áo chật quá,2
đẹp shop chăn sóc khách hàng tốt,1
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
Thời gian giao hàng rất nhanh,1
"Chất vải đẹp, k vừa rộng, với lại bên trong may ẩu quá, bị phùng 1 bên",2
"Chất len mềm,đẹp",1
Màu k giống 2 màu giống nhau,2
"Chất lượng vải đẹp, hài lòng",1
Giao sai size,2
Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời,1
chất lương tương xứng với giá tiền,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền,1
Đường may ẩu ạ,2
Chất lượng vải tuyệt vời áo rât đẹp,1
Chất lượng sản phẩm tuyệt vời,1
Đây là kiểu bán hàng gì vậy??,2
Lần sau mình mua hàng của shop thì không nhầm nữa nhé,1
"Quần chất đẹp, form đẹp",1
"Áo dày,ấm",1
Quá bực mình với người giao hàng,2
Áo giống hình,1
"Ta nói đẹp Ko chịu đc là có thật, cảm ơn shop rất nhiều, sẽ ủng hộ tiếp",1
"Hàng vải dày ,chat luong nhưng hơi rộng",1
Sau này sẽ ủng họi shop,1
Đẹp xưât sắc Chất lượng sản phẩm tuyệt vời,1
Rất đáng tiền,1
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.nhưng khi mua shop có để là tặng hộp nhưng không có,1
Phù hợp giá tiền,1
Sp ok,1
Áo lên form tương đối ok,1
Giá cả =chất luong,1
Hàng ok đấy,1
60kg shop tư vấn xl nhưng ko mac vừa,2
em sẽ ủng hộ shop những lần sau !!,1
Nói chung chất lượng phù hợp giá tiền,0
"Vải đẹp, hơi dày nhưng ko nặng tay lắm",1
Phần ren ở tay k ưng lắm,0
Fom rộng thoả mái mặc cute,1
Xuat sac.vai dep form dep,1
Mua cọc tay giao dài tay.vải k co giãn,2
Highly Recommended,1
Chị chủ tư vấn nhiệt tình nhất mình từng gặp,1
Đan cổ áo xấu dư len,1
Shop giao nhầm màu: đặt màu nâu sữa giao màu vàng,2
Chất lượng sản phẩm kém,2
Giá lại siêu rẻ nữa ạ,1
Sp rẻ đang tiền nhưng ko biêtd mình cảm thấy mùi thơm ko được thơm lắm,1
Vải đẹp,1
"sp đẹp, vải mềm mịn",1
"CẢNH BÁO: Các anh chị em KHÔNG NÊN mua hàng shop này, chuyển thiếu hàng cho Khách, Sau đó nói chuyển hàng thiếu lại rồi",2
Nhìn rất chất,1
Màu đẹp,1
Mình chùi cỡ nào cũng không sạch nổi,2
Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời,1
Sáng th4 mình đặt hàng vì cần gấp nên mình có chat nói với shop thế là hsau shop đã giao hàng cảm ơn shop nhiều nhiều,1
"Dùng tốt, hài lòng",1
Chất luọng chưa biết sao mà đóng gói kiểu gì mà ướt hết gói hàng,2
dép có vẻ hơi nặng nhưng chất lượng tốt,0
Áo bra quá mỏng quả còn bị méo nhìn như hàng dùng rồi,2
Áo đẹp,1
Túi rất đẹp và chắc chắn,1
Mùi khó chịu và hắc vô cùng Đóng gói sản phẩm tạm được,0
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Shop bán hàng rất có tâm nhé,1
"Vải mịn , form đẹp , giá rẻ",1
Tóm lại là quá tệ....,2
Chất lượng sản phẩm tuyệt vời,1
Nủ cực mỏng,2
Giao hàng k đủ.,2
"sp rẻ nên lỏng lẻo, đi ko chắc chân, tiền nào của nấy,",2
Chất cũng ok luôn,1
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Chất ok,1
"Quần dày đẹp, độ co dãn vừa thôi chứ không nhiều",1
"Áo đẹppp, xinh mềm mại",1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
Sẽ tiếp tục ủng hộ shop,1
Vải ok Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời,1
